employeeId;HL020001;HL020022;HL020024;HL020021;HL020008;HL020023;HL020019;HL020018;HL020004;HL020009;HL000003;HL020089;HL020025;HL020026;Sum
HL00003;0;0;0;2;0;0;0;0;0;0;0;0;0;0;"HL00003;0;0;0;2;0;0;0;0;0;0;0;0;0;0"
